accuracy,precision,recall,f1,mcc,auc_pr,e_accuracy,n_samples,fold_idx
0.6037811745776348,0.6025725778286365,0.6037811745776348,0.6026530695052207,0.5010971186510811,0.619708081907527,0.8942075623491552,2486,1
0.586082059533387,0.5885264942199873,0.586082059533387,0.5854596064280129,0.4811430406803049,0.6158612422815068,0.8877715205148834,2486,2
0.5732099758648431,0.5727103775330795,0.5732099758648431,0.5720937389753433,0.46369684993540633,0.607526689974937,0.8925985518905873,2486,3
0.5919517102615695,0.5918094107100079,0.5919517102615695,0.5914015515096561,0.48637800100327133,0.602486373886628,0.9010060362173038,2485,4
0.5939637826961771,0.5935703537976157,0.5939637826961771,0.5925797870236162,0.490704610488636,0.6229053391733118,0.8993963782696177,2485,5
