accuracy,precision,recall,f1,mcc,auc_pr,e_accuracy,n_samples,fold,feature_mode
0.28801287208366855,0.31435307539179275,0.28801287208366855,0.2948481254792255,0.14760290100472645,0.3072761985493694,0.6138374899436846,2486,1,substrate
0.2924376508447305,0.3186253197916344,0.2924376508447305,0.29706469514262795,0.14820152268002246,0.31532477623594773,0.6259050683829445,2486,2,substrate
0.2916331456154465,0.3013449173540804,0.2916331456154465,0.29228996512992117,0.1482138502716011,0.3058506926446709,0.6419951729686243,2486,3,substrate
0.2893360160965795,0.3183875214334021,0.2893360160965795,0.2943957916311652,0.15941965771634828,0.315494059917351,0.6160965794768611,2485,4,substrate
0.28450704225352114,0.32534417451941955,0.28450704225352114,0.29491452549181085,0.15607483336460914,0.32003452124092163,0.5790744466800805,2485,5,substrate
