accuracy,precision,recall,f1,mcc,auc_pr,e_accuracy,n_samples,fold,feature_mode
0.39460981496379727,0.4074698874565054,0.39460981496379727,0.39524740718301554,0.25324398303186485,0.410835483749307,0.7847948511665326,2486,1,substrate
0.41150442477876104,0.416865229662815,0.41150442477876104,0.4101716216880902,0.26996788048740067,0.4349019068844751,0.7888173773129525,2486,2,substrate
0.3801287208366854,0.39502256873950775,0.3801287208366854,0.379213727398113,0.23881485461602647,0.40565192929637456,0.7739340305711987,2486,3,substrate
0.3822937625754527,0.38893593137455273,0.3822937625754527,0.3821251059660036,0.23440148865713992,0.40541953071897213,0.7774647887323943,2485,4,substrate
0.4016096579476861,0.41462887185969877,0.4016096579476861,0.4017825074220932,0.26297919874051573,0.43035324823628895,0.7847082494969819,2485,5,substrate
